parsed_date,url,headline_from_url,V2Themes,V2Locations,V2Persons,V2Organizations,V2Tone
2017-01-01 20:45:00 UTC,http://www.msnbc.com/msnbc-news/watch/trump-calls-russian-hacking-a-very-hard-thing-to-prove-845519939755,trump calls russian hacking a very hard thing to prove 845519939755,"TAX_FNCACT_CORRESPONDENT,194;TAX_WORLDLANGUAGES_RUSSIA,54;TAX_WORLDLANGUAGES_RUSSIA,374;TAX_FNCACT_SINGER,152;MEDIA_MSM,259;TAX_FNCACT_REPORTER,259;USPEC_POLITICS_GENERAL1,41;CYBER_ATTACK,62;","1#Russia#RS#RS##60#100#RS#54;1#Russia#RS#RS##60#100#RS#374;2#New York, United States#US#USNY##42.1497#-74.9384#NY#276;3#Washington, Washington, United States#US#USDC#DC001#38.8951#-77.0364#531871#165;1#United States#US#US##38#-97#US#180;1#United States#US#US##38#-97#US#212","Yamiche Alcindor,239;Paul Singer,152","New York Times,282;United States,180;United States,212","2.85714285714286,5.71428571428571,2.85714285714286,8.57142857142857,12.8571428571429,0,61"
2017-01-02 13:00:00 UTC,http://www.msnbc.com/morning-joe/joe-trumps-victory-was-history-rhyming-itself-again,joe trumps victory was history rhyming itself again,"TAX_POLITICAL_PARTY_REPUBLICANS,258;EPU_POLICY_CONGRESSIONAL,233;EPU_POLICY_POLITICAL,676;LEADER,167;TAX_FNCACT_PRESIDENT,167;TAX_ETHNICITY_AMERICANS,313;USPEC_POLITICS_GENERAL1,111;USPEC_UNCERTAINTY1,446;ELECTION,140;ELECTION,532;TAX_POLITICAL_PARTY_TEA_PARTY,111;","1#Americans#US#US##38#-97#US#313;3#Washington, Washington, United States#US#USDC#DC001#38.8951#-77.0364#531871#768","Donald Trump,586",,"0.75187969924812,3.00751879699248,2.25563909774436,5.26315789473684,17.2932330827068,0.75187969924812,120"
2017-01-02 14:15:00 UTC,http://www.msnbc.com/rachel-maddow-show/trump-prepares-become-president-putins-fan-club,trump prepares become president putins fan club,"GENERAL_GOVERNMENT,540;EPU_POLICY_GOVERNMENT,540;MEDIA_MSM,367;WB_678_DIGITAL_GOVERNMENT,3652;WB_670_ICT_SECURITY,3652;WB_2371_ENCRYPTION,3652;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,3652;CYBER_ATTACK,2148;SLFID_DICTATORSHIP,1135;TAX_ETHNICITY_AMERICANS,3731;TAX_WORLDLANGUAGES_RUSSIA,236;TAX_WORLDLANGUAGES_RUSSIA,493;TAX_WORLDLANGUAGES_RUSSIA,1044;TAX_WORLDLANGUAGES_RUSSIA,2059;TAX_WORLDLANGUAGES_RUSSIA,2847;TAX_WORLDLANGUAGES_RUSSIA,3119;TAX_WORLDLANGUAGES_RUSSIA,4518;TAX_FNCACT_REPRESENTATIVES,4395;SANCTIONS,478;SANCTIONS,1077;TAX_FNCACT_HEAD_OF_STATE,3827;CRISISLEX_T11_UPDATESSYMPATHY,377;CRISISLEX_T11_UPDATESSYMPATHY,3062;TAX_ETHNICITY_AMERICAN,1759;TAX_FNCACT_COURIER,3492;GEN_HOLIDAY,1024;EPU_ECONOMY_HISTORIC,4195;CRISISLEX_CRISISLEXREC,766;CRISISLEX_CRISISLEXREC,910;CRISISLEX_CRISISLEXREC,1481;TAX_FNCACT_RUNNING_MATE,3273;TAX_POLITICAL_PARTY_REPUBLICAN,856;TAX_POLITICAL_PARTY_REPUBLICAN,3897;TAX_FNCACT_LEADER,1142;DEMOCRACY,783;UNGP_POLITICAL_FREEDOMS,783;UNGP_FORESTS_RIVERS_OCEANS,3446;MEDIA_SOCIAL,106;MEDIA_SOCIAL,1305;LEADER,35;LEADER,132;LEADER,958;LEADER,1398;LEADER,2086;LEADER,3759;TAX_FNCACT_PRESIDENT,35;TAX_FNCACT_PRESIDENT,132;TAX_FNCACT_PRESIDENT,958;TAX_FNCACT_PRESIDENT,1398;TAX_FNCACT_PRESIDENT,2086;TAX_FNCACT_PRESIDENT,3759;USPEC_POLITICS_GENERAL1,35;USPEC_POLITICS_GENERAL1,132;USPEC_POLITICS_GENERAL1,958;USPEC_POLITICS_GENERAL1,1398;USPEC_POLITICS_GENERAL1,2086;USPEC_POLITICS_GENERAL1,3759;ELECTION,310;ELECTION,1768;ELECTION,3011;TAX_ETHNICITY_RUSSIAN,122;TAX_ETHNICITY_RUSSIAN,4262;TAX_WORLDLANGUAGES_RUSSIAN,122;TAX_WORLDLANGUAGES_RUSSIAN,4262;AFFECT,3528;EPU_POLICY_WHITE_HOUSE,344;UNREST_BELLIGERENT,4506;","1#Russia#RS#RS##60#100#RS#236;1#Russia#RS#RS##60#100#RS#493;1#Russia#RS#RS##60#100#RS#1044;1#Russia#RS#RS##60#100#RS#2059;1#Russia#RS#RS##60#100#RS#2847;1#Russia#RS#RS##60#100#RS#3119;1#Russia#RS#RS##60#100#RS#4518;1#Russian#RS#RS##60#100#RS#122;1#Russian#RS#RS##60#100#RS#4262;1#Americans#US#US##38#-97#US#3731;3#White House, District Of Columbia, United States#US#USDC#DC001#38.8951#-77.0364#531871#344;1#American#US#US##38#-97#US#1759;3#Washington, Washington, United States#US#USDC#DC001#38.8951#-77.0364#531871#4004;1#United States#US#US##38#-97#US#931;1#United States#US#US##38#-97#US#1507;1#United States#US#US##38#-97#US#3965;1#United States#US#US##38#-97#US#4019","Donald Trump,88;Vladimir Putin,147;Vladimir Putin,1420;Vladimir Putin,2101;Chuck Todd,3052;Mike Pence,3028","Twitter,106;Twitter,1305;White House,344;United States,931;United States,1507;United States,3965;United States,4019","-2.07570207570208,3.05250305250305,5.12820512820513,8.18070818070818,25.030525030525,1.0989010989011,744"
2017-01-02 15:30:00 UTC,http://www.msnbc.com/rachel-maddow-show/conservative-lawyers-have-roadmap-leads-texas,conservative lawyers have roadmap leads texas,"IMMIGRATION,2177;TAX_FNCACT_IMMIGRANTS,2177;TAX_FNCACT_CITIZENS,2219;TAX_ETHNICITY_AMERICAN,1794;IDEOLOGY,1063;TAX_FNCACT_JUDGES,1969;LGBT,2314;TAX_FNCACT_DOCTORS,716;SELF_IDENTIFIED_HUMAN_RIGHTS,788;EPU_CATS_HEALTHCARE,254;TRIAL,21;TAX_FNCACT_LAWYERS,21;TAX_SPECIAL_ISSUES_AFFORDABLE_CARE_ACT,596;TAX_DISEASE_PREGNANCY,239;WB_625_HEALTH_ECONOMICS_AND_FINANCE,893;WB_621_HEALTH_NUTRITION_AND_POPULATION,893;WB_1287_HEALTH_INSURANCE,893;TAX_FNCACT_EXECUTIVE,2080;CRISISLEX_C03_WELLBEING_HEALTH,481;CRISISLEX_C03_WELLBEING_HEALTH,824;CRISISLEX_C03_WELLBEING_HEALTH,933;CRISISLEX_C03_WELLBEING_HEALTH,1032;TAX_FNCACT_JUDGE,364;TAX_FNCACT_JUDGE,1451;TAX_FNCACT_JUDGE,1696;TAX_FNCACT_JUDGE,2393;WB_1973_FINANCIAL_RISK_REDUCTION,893;WB_435_AGRICULTURE_AND_FOOD_SECURITY,893;WB_337_INSURANCE,893;WB_1967_AGRICULTURAL_RISK_AND_SECURITY,893;TAX_FNCACT_STUDENTS,2323;WB_615_GENDER,199;WB_615_GENDER,988;EPU_POLICY_POLICY,306;USPEC_UNCERTAINTY1,1267;RELIGION,780;GENERAL_HEALTH,249;GENERAL_HEALTH,883;MEDICAL,249;MEDICAL,883;GEN_HOLIDAY,332;APPOINTMENT,1465;EXTREMISM,2631;PROTEST,2022;STRIKE,2022;TAX_POLITICAL_PARTY_REPUBLICAN,2642;USPEC_POLITICS_GENERAL1,2642;UNGP_FORESTS_RIVERS_OCEANS,81;UNGP_FORESTS_RIVERS_OCEANS,1386;UNGP_FORESTS_RIVERS_OCEANS,1502;DISCRIMINATION,183;DISCRIMINATION,698;UNGP_FREEDOM_FROM_DISCRIMINATION,183;UNGP_FREEDOM_FROM_DISCRIMINATION,698;USPEC_POLICY1,113;USPEC_POLICY1,512;USPEC_POLICY1,1303;USPEC_POLICY1,1770;EPU_POLICY_REGULATION,113;EPU_POLICY_REGULATION,512;EPU_POLICY_REGULATION,1303;EPU_POLICY_REGULATION,1770;EPU_CATS_REGULATION,113;EPU_CATS_REGULATION,512;EPU_CATS_REGULATION,1303;EPU_CATS_REGULATION,1770;UNREST_CRACKDOWN,1723;TAX_FNCACT_WORKERS,1802;","2#Texas, United States#US#USTX##31.106#-97.6475#TX#56;2#Texas, United States#US#USTX##31.106#-97.6475#TX#373;2#Texas, United States#US#USTX##31.106#-97.6475#TX#403;2#Texas, United States#US#USTX##31.106#-97.6475#TX#1570;2#Texas, United States#US#USTX##31.106#-97.6475#TX#1705;2#Texas, United States#US#USTX##31.106#-97.6475#TX#2477;2#New York, United States#US#USNY##42.1497#-74.9384#NY#1855;1#American#US#US##38#-97#US#1794;1#United States#US#US##38#-97#US#2210","Donald Trump,2615","New York Times,1861;District Court,1445;District Court,1690;District Court,1962;United States,2210","-3.17796610169492,2.75423728813559,5.93220338983051,8.6864406779661,23.0932203389831,0.423728813559322,422"
2017-01-02 16:45:00 UTC,http://www.msnbc.com/rachel-maddow-show/claims-about-food-stamp-fraud-completely-fall-apart,claims about food stamp fraud completely fall apart,"TAX_ETHNICITY_ARI,122;TAX_POLITICAL_PARTY_REPUBLICANS,2308;USPEC_POLITICS_GENERAL1,2296;EPU_POLICY_CONGRESSIONAL,2296;WB_840_JUSTICE,1431;WB_1014_CRIMINAL_JUSTICE,1431;CORRUPTION,29;CORRUPTION,234;CORRUPTION,330;CORRUPTION,563;CORRUPTION,712;CORRUPTION,968;CORRUPTION,1031;CORRUPTION,1177;CORRUPTION,2201;WB_2019_ANTI_CORRUPTION_LEGISLATION,29;WB_2019_ANTI_CORRUPTION_LEGISLATION,234;WB_2019_ANTI_CORRUPTION_LEGISLATION,330;WB_2019_ANTI_CORRUPTION_LEGISLATION,563;WB_2019_ANTI_CORRUPTION_LEGISLATION,712;WB_2019_ANTI_CORRUPTION_LEGISLATION,968;WB_2019_ANTI_CORRUPTION_LEGISLATION,1031;WB_2019_ANTI_CORRUPTION_LEGISLATION,1177;WB_2019_ANTI_CORRUPTION_LEGISLATION,2201;WB_696_PUBLIC_SECTOR_MANAGEMENT,29;WB_696_PUBLIC_SECTOR_MANAGEMENT,234;WB_696_PUBLIC_SECTOR_MANAGEMENT,330;WB_696_PUBLIC_SECTOR_MANAGEMENT,563;WB_696_PUBLIC_SECTOR_MANAGEMENT,712;WB_696_PUBLIC_SECTOR_MANAGEMENT,968;WB_696_PUBLIC_SECTOR_MANAGEMENT,1031;WB_696_PUBLIC_SECTOR_MANAGEMENT,1177;WB_696_PUBLIC_SECTOR_MANAGEMENT,2201;WB_831_GOVERNANCE,29;WB_831_GOVERNANCE,234;WB_831_GOVERNANCE,330;WB_831_GOVERNANCE,563;WB_831_GOVERNANCE,712;WB_831_GOVERNANCE,968;WB_831_GOVERNANCE,1031;WB_831_GOVERNANCE,1177;WB_831_GOVERNANCE,2201;WB_832_ANTI_CORRUPTION,29;WB_832_ANTI_CORRUPTION,234;WB_832_ANTI_CORRUPTION,330;WB_832_ANTI_CORRUPTION,563;WB_832_ANTI_CORRUPTION,712;WB_832_ANTI_CORRUPTION,968;WB_832_ANTI_CORRUPTION,1031;WB_832_ANTI_CORRUPTION,1177;WB_832_ANTI_CORRUPTION,2201;WB_2020_BRIBERY_FRAUD_AND_COLLUSION,29;WB_2020_BRIBERY_FRAUD_AND_COLLUSION,234;WB_2020_BRIBERY_FRAUD_AND_COLLUSION,330;WB_2020_BRIBERY_FRAUD_AND_COLLUSION,563;WB_2020_BRIBERY_FRAUD_AND_COLLUSION,712;WB_2020_BRIBERY_FRAUD_AND_COLLUSION,968;WB_2020_BRIBERY_FRAUD_AND_COLLUSION,1031;WB_2020_BRIBERY_FRAUD_AND_COLLUSION,1177;WB_2020_BRIBERY_FRAUD_AND_COLLUSION,2201;AGRICULTURE,313;AGRICULTURE,621;AGRICULTURE,823;TAX_ECON_PRICE,384;TAX_ECON_PRICE,2128;EPU_CATS_ENTITLEMENT_PROGRAMS,379;GENERAL_HEALTH,360;WB_644_NUTRITION,360;WB_621_HEALTH_NUTRITION_AND_POPULATION,360;TAX_ETHNICITY_AMERICANS,2091;TAX_FNCACT_HUNTSMAN,1068;TAX_WORLDMAMMALS_FOX,163;TAX_WORLDMAMMALS_FOX,319;TAX_WORLDMAMMALS_FOX,445;TAX_WORLDMAMMALS_FOX,870;TAX_WORLDMAMMALS_FOX,883;TAX_WORLDMAMMALS_FOX,1037;TAX_WORLDMAMMALS_FOX,1087;TAX_WORLDMAMMALS_FOX,1978;TAX_WORLDMAMMALS_FOX,2399;WB_1613_FOOD_STAMPS,962;WB_1613_FOOD_STAMPS,1025;WB_1613_FOOD_STAMPS,1270;WB_1609_FOOD_AND_IN_KIND_TRANSFERS,962;WB_1609_FOOD_AND_IN_KIND_TRANSFERS,1025;WB_1609_FOOD_AND_IN_KIND_TRANSFERS,1270;WB_1466_SOCIAL_ASSISTANCE,962;WB_1466_SOCIAL_ASSISTANCE,1025;WB_1466_SOCIAL_ASSISTANCE,1270;WB_697_SOCIAL_PROTECTION_AND_LABOR,962;WB_697_SOCIAL_PROTECTION_AND_LABOR,1025;WB_697_SOCIAL_PROTECTION_AND_LABOR,1270;","1#Americans#US#US##38#-97#US#2091;3#Washington, Washington, United States#US#USDC#DC001#38.8951#-77.0364#531871#1678","Abby Huntsman,1068","Department Of Agriculture,313;Department Of Agriculture,621;Department Of Agriculture,823;Supplemental Nutrition Assistance Program,379","-3.69565217391304,1.52173913043478,5.21739130434783,6.73913043478261,23.0434782608696,1.52173913043478,406"
2017-01-02 16:45:00 UTC,http://www.msnbc.com/rachel-maddow-show/trump-seems-eager-make-national-divisions-much-worse,trump seems eager make national divisions much worse,"TAX_FNCACT_DIRECTOR,3888;SOC_POINTSOFINTEREST_COLLEGE,2584;WB_2433_CONFLICT_AND_VIOLENCE,1782;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,1782;UNGP_FORESTS_RIVERS_OCEANS,1403;UNGP_FORESTS_RIVERS_OCEANS,2255;CYBER_ATTACK,964;EDUCATION,1250;MANMADE_DISASTER_IMPLIED,1250;SOC_POINTSOFINTEREST_SCHOOL,1250;ECON_UNIONS,2286;WB_678_DIGITAL_GOVERNMENT,2189;WB_694_BROADCAST_AND_MEDIA,2189;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,2189;TAX_FNCACT_CHILD,988;TAX_FNCACT_LEADERS,94;TAX_FNCACT_LEADERS,578;WB_2203_HUMAN_RIGHTS,2090;WB_2482_RECONCILIATION,2090;WB_2519_RESPONSES_TO_HUMAN_RIGHTS_ABUSES,2090;TAX_ETHNICITY_AMERICANS,3416;MEDIA_MSM,2183;TAX_FNCACT_NATIONAL_LEADERS,94;TAX_FNCACT_CITIZEN,341;SOC_POINTSOFINTEREST_MIDDLE_SCHOOL,1250;USPEC_UNCERTAINTY1,45;APPOINTMENT,2749;TAX_POLITICAL_PARTY_REPUBLICAN_PARTY,2852;TAX_FNCACT_POLITICO,1315;TAX_FNCACT_AUTHOR,1610;TAX_DISEASE_WOUNDS,3269;TAX_POLITICAL_PARTY_REPUBLICAN,2846;TAX_FNCACT_LEADER,2286;MEDIA_SOCIAL,205;MEDIA_SOCIAL,948;TAX_FNCACT_TREASURER,1266;LEADER,182;LEADER,291;LEADER,539;TAX_FNCACT_PRESIDENT,182;TAX_FNCACT_PRESIDENT,291;TAX_FNCACT_PRESIDENT,539;USPEC_POLITICS_GENERAL1,182;USPEC_POLITICS_GENERAL1,291;USPEC_POLITICS_GENERAL1,539;TAX_ETHNICITY_RUSSIAN,2398;TAX_ETHNICITY_RUSSIAN,3900;TAX_WORLDLANGUAGES_RUSSIAN,2398;TAX_WORLDLANGUAGES_RUSSIAN,3900;ELECTION,1695;ELECTION,3207;EPU_POLICY_WHITE_HOUSE,2773;TAX_FNCACT_PRESIDENTS,3592;","1#Russian#RS#RS##60#100#RS#2398;1#Russian#RS#RS##60#100#RS#3900;1#Americans#US#US##38#-97#US#3416;3#White House, District Of Columbia, United States#US#USDC#DC001#38.8951#-77.0364#531871#2773;1#America#US#US##38#-97#US#3250;2#Indiana, United States#US#USIN##39.8647#-86.2604#IN#2273","Donald Trump,380;Donald Trump,659;Chris Murphy D-Conn,1143;Bill Clinton,2301;Ron Brownstein,1843","Republican Party,2852;Twitter,205;Twitter,948;White House,2773","-0.977653631284916,4.46927374301676,5.44692737430168,9.91620111731844,24.0223463687151,0.698324022346369,640"
2017-01-02 16:45:00 UTC,http://www.msnbc.com/rachel-maddow-show/gop-congressman-says-his-pro-hacking-comments-were-misconstrued,gop congressman says his pro hacking comments were misconstrued,"EPU_POLICY_GOVERNMENT,1755;TAX_POLITICAL_PARTY_REPUBLICANS,102;TAX_POLITICAL_PARTY_REPUBLICANS,3098;EPU_POLICY_CONGRESSIONAL,90;LEADER,16;LEADER,565;TAX_FNCACT_CONGRESSMAN,16;TAX_FNCACT_CONGRESSMAN,565;USPEC_POLITICS_GENERAL1,16;USPEC_POLITICS_GENERAL1,565;CRISISLEX_C07_SAFETY,2735;CRISISLEX_C07_SAFETY,2906;CRISISLEX_C07_SAFETY,3371;MEDIA_MSM,391;WB_678_DIGITAL_GOVERNMENT,391;WB_694_BROADCAST_AND_MEDIA,391;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,391;TAX_POLITICAL_PARTY_DEMOCRAT,2541;SCANDAL,979;TAX_ETHNICITY_AMERICANS,2757;TAX_WORLDMAMMALS_FISHER,2116;TAX_WORLDLANGUAGES_RUSSIA,142;TAX_WORLDLANGUAGES_RUSSIA,283;TAX_WORLDLANGUAGES_RUSSIA,585;TAX_WORLDLANGUAGES_RUSSIA,1744;TAX_WORLDLANGUAGES_RUSSIA,1851;TAX_WORLDLANGUAGES_RUSSIA,2459;TAX_FNCACT_LAWMAKER,767;TAX_FNCACT_LAWMAKER,1138;CYBER_ATTACK,3292;USPEC_UNCERTAINTY1,628;IDEOLOGY,2495;TAX_ETHNICITY_AMERICAN,316;TAX_ETHNICITY_AMERICAN,1056;TAX_ETHNICITY_AMERICAN,2043;TAX_ETHNICITY_AMERICAN,2600;TAX_FNCACT_HACKERS,3496;WB_2433_CONFLICT_AND_VIOLENCE,2515;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,2515;GENERAL_GOVERNMENT,1338;TAX_POLITICAL_PARTY_REPUBLICAN,553;TAX_POLITICAL_PARTY_REPUBLICAN,2326;TAX_POLITICAL_PARTY_REPUBLICAN,2836;SOC_POINTSOFINTEREST_HEADQUARTERS,1026;DEMOCRACY,2253;UNGP_POLITICAL_FREEDOMS,2253;UNGP_FORESTS_RIVERS_OCEANS,2294;TAX_FNCACT_PRESIDENT,1316;EXTREMISM,423;TAX_ETHNICITY_RUSSIAN,1306;TAX_ETHNICITY_RUSSIAN,1491;TAX_ETHNICITY_RUSSIAN,2014;TAX_WORLDLANGUAGES_RUSSIAN,1306;TAX_WORLDLANGUAGES_RUSSIAN,1491;TAX_WORLDLANGUAGES_RUSSIAN,2014;ELECTION,211;ELECTION,1925;ELECTION,2407;ELECTION,2609;TAX_FNCACT_CRITIC,1295;EPU_POLICY_WHITE_HOUSE,3146;TAX_WORLDMAMMALS_WOLF,1247;","1#Russia#RS#RS##60#100#RS#142;1#Russia#RS#RS##60#100#RS#283;1#Russia#RS#RS##60#100#RS#585;1#Russia#RS#RS##60#100#RS#1744;1#Russia#RS#RS##60#100#RS#1851;1#Russia#RS#RS##60#100#RS#2459;1#Mexico#MX#MX##23#-102#MX#3003;1#Russian#RS#RS##60#100#RS#1306;1#Russian#RS#RS##60#100#RS#1491;1#Russian#RS#RS##60#100#RS#2014;2#New York, United States#US#USNY##42.1497#-74.9384#NY#2100;1#Americans#US#US##38#-97#US#2757;3#White House, District Of Columbia, United States#US#USDC#DC001#38.8951#-77.0364#531871#3146;1#American#US#US##38#-97#US#316;1#American#US#US##38#-97#US#1056;1#American#US#US##38#-97#US#2043;1#American#US#US##38#-97#US#2600","Max Fisher,2116;Trent Franks,264;Trent Franks,2625;Trent Franks,3182;Vladimir Putin,1331;Hillary Clinton,3127;Paul Manafort,3049","Msnbc,443;Msnbc,1671;White House,3146;Cnn,1227","-6.5180102915952,2.57289879931389,9.09090909090909,11.663807890223,24.0137221269297,0.514579759862779,541"
2017-01-02 16:45:00 UTC,http://www.msnbc.com/rachel-maddow-show/trump-resort-sells-new-years-eve-access-president-elect,trump resort sells new years eve access president elect,"WB_2433_CONFLICT_AND_VIOLENCE,1882;WB_2433_CONFLICT_AND_VIOLENCE,2356;WB_2433_CONFLICT_AND_VIOLENCE,2719;WB_2433_CONFLICT_AND_VIOLENCE,3012;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,1882;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,2356;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,2719;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,3012;WB_696_PUBLIC_SECTOR_MANAGEMENT,1437;WB_2048_COMPENSATION_CAREERS_AND_INCENTIVES,1437;WB_723_PUBLIC_ADMINISTRATION,1437;WB_724_HUMAN_RESOURCES_FOR_PUBLIC_SECTOR,1437;TAX_FNCACT_SECRETARY_OF_STATE,2644;TAX_FNCACT_DIRECTOR,1769;TAX_FNCACT_POLITICO,221;TAX_FNCACT_POLITICO,1813;WB_2089_ETHICS_AND_CODES_OF_CONDUCT,1653;EPU_ECONOMY_HISTORIC,997;EPU_ECONOMY_HISTORIC,3113;TAX_FNCACT_COUNSELOR,1663;LEADER,1676;LEADER,2685;LEADER,2991;LEADER,3074;LEADER,3158;TAX_FNCACT_PRESIDENT,1676;TAX_FNCACT_PRESIDENT,2685;TAX_FNCACT_PRESIDENT,2991;TAX_FNCACT_PRESIDENT,3074;TAX_FNCACT_PRESIDENT,3158;USPEC_POLITICS_GENERAL1,128;USPEC_POLITICS_GENERAL1,211;EPU_POLICY_WHITE_HOUSE,1745;TAX_FNCACT_CHILDREN,2142;GEN_HOLIDAY,665;TAX_FNCACT_SECRETARY,2635;TAX_ETHNICITY_AMERICAN,2605;","2#Florida, United States#US#USFL##27.8333#-81.717#FL#323;2#Florida, United States#US#USFL##27.8333#-81.717#FL#803;2#Florida, United States#US#USFL##27.8333#-81.717#FL#1216;2#New York, United States#US#USNY##42.1497#-74.9384#NY#2970;3#White House, District Of Columbia, United States#US#USDC#DC001#38.8951#-77.0364#531871#1745;1#America#US#US##38#-97#US#517;3#Palm Beach, Florida, United States#US#USFL#FL099#26.7056#-80.0364#288390#298;3#Palm Beach, Florida, United States#US#USFL#FL099#26.7056#-80.0364#288390#1191;1#American#US#US##38#-97#US#2605;1#United States#US#US##38#-97#US#313;1#United States#US#US##38#-97#US#506;1#United States#US#US##38#-97#US#1206;1#United States#US#US##38#-97#US#1760;1#United States#US#US##38#-97#US#3095;1#United States#US#US##38#-97#US#3179","Vladimir Putin,2563","New York Times,2976;Strategic Communications,1797;White House,1745;Team Trump,1919;Team Trump,2308;Team Trump,2389;United States,313;United States,506;United States,1206;United States,1760;United States,3095;United States,3179","0.510204081632653,3.91156462585034,3.40136054421769,7.31292517006803,23.9795918367347,0.510204081632653,519"
2017-01-02 20:00:00 UTC,http://www.msnbc.com/rachel-maddow-show/mondays-campaign-round-1217,mondays campaign round 1217,"TAX_RELIGION_MORMON,1176;TAX_ETHNICITY_RUSSIANS,1827;TAX_WORLDLANGUAGES_RUSSIANS,1827;TAX_FNCACT_SPOKESPERSON,984;RESIGNATION,1202;AGRICULTURE,720;TAX_WORLDLANGUAGES_RUSSIA,1740;LEADER,175;LEADER,1013;TAX_FNCACT_PRESIDENT,175;TAX_FNCACT_PRESIDENT,1013;USPEC_POLITICS_GENERAL1,175;USPEC_POLITICS_GENERAL1,1013;TAX_ETHNICITY_AMERICANS,463;TAX_FNCACT_NOMINEE,659;SANCTIONS,1725;TAX_FNCACT_SECRETARIES,705;TAX_FNCACT_VETERANS,731;TAX_POLITICAL_PARTY_DEMOCRATS,1557;EPU_POLICY_WHITE_HOUSE,122;EPU_POLICY_WHITE_HOUSE,1089;","1#Russia#RS#RS##60#100#RS#1740;1#Russians#RS#RS##60#100#RS#1827;2#Nevada, United States#US#USNV##38.4199#-117.122#NV#1484;1#Americans#US#US##38#-97#US#463;3#White House, District Of Columbia, United States#US#USDC#DC001#38.8951#-77.0364#531871#122;3#White House, District Of Columbia, United States#US#USDC#DC001#38.8951#-77.0364#531871#1089;1#United States#US#US##38#-97#US#137;1#United States#US#US##38#-97#US#260;1#United States#US#US##38#-97#US#1104;1#United States#US#US##38#-97#US#1789;3#Chicago, Illinois, United States#US#USIL#IL031#41.85#-87.6501#423587#245","Jan Chamberlin,1353;Heller R-Nev,1432;Donald Trump,502;John Bolton,1666","Senate Democrats,1557;White House,122;White House,1089;Veterans Affairs,739;United States,137;United States,260;United States,1104;United States,1789","-2.41691842900302,0.906344410876133,3.32326283987915,4.22960725075529,24.773413897281,0.302114803625378,305"
